id,carat,cut,color,clarity,depth,table,x,y,z,price
4549,0.9,Ideal,D,SI1,62.5,57.0,6.12,6.2,3.85,4579
16512,0.92,Ideal,D,SI2,61.9,56.0,6.27,6.2,3.86,2840
18830,0.36,Very Good,E,VS2,60.3,62.0,4.56,4.59,2.76,789
20513,0.31,Very Good,I,SI1,62.8,60.0,4.29,4.31,2.7,418
7367,0.31,Premium,I,VS2,60.8,58.0,4.37,4.34,2.65,558
15567,2.01,Ideal,I,SI1,64.8,62.0,7.92,7.82,5.1,16287
6310,1.01,Very Good,D,SI2,59.1,63.0,6.59,6.54,3.88,3671
22877,0.29,Very Good,H,VVS2,62.2,54.0,4.23,4.26,2.64,466
7686,1.22,Ideal,H,SI1,61.8,57.0,6.85,6.83,4.23,6776
3853,1.06,Very Good,E,VS1,63.0,58.0,6.46,6.49,4.08,7900
10276,2.0,Premium,D,SI2,59.3,62.0,8.12,8.06,4.8,12576
7954,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3920
22037,2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1,16723
7848,1.01,Premium,F,VS1,61.4,60.0,6.45,6.39,3.94,7792
20424,0.71,Ideal,F,VS2,61.2,56.0,5.77,5.73,3.52,2917
16915,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,4704
11498,1.55,Very Good,H,VS2,61.3,61.0,7.39,7.46,4.55,11602
18136,0.91,Very Good,E,SI2,63.2,56.0,6.08,6.14,3.86,4668
6726,0.9,Very Good,F,SI2,60.8,55.0,6.25,6.28,3.81,3552
817,0.35,Premium,H,VVS1,62.1,58.0,4.46,4.52,2.79,798
25520,0.34,Good,F,SI2,63.5,56.0,4.44,4.48,2.83,447
7252,0.52,Ideal,I,VS2,61.5,56.0,5.19,5.21,3.2,1214
14826,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3205
14920,1.21,Good,G,VS1,63.6,56.0,6.8,6.72,4.3,8741
13674,0.27,Ideal,E,VVS1,62.0,56.0,4.16,4.19,2.59,586
22053,0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,863
13636,0.41,Ideal,E,VVS2,61.0,56.0,4.79,4.82,2.93,1187
23608,1.24,Very Good,J,VS1,59.1,62.0,7.06,7.04,4.17,5427
26683,0.3,Ideal,E,VVS2,61.7,57.0,4.34,4.31,2.67,1013
23632,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,898
7537,0.32,Ideal,G,VVS1,61.1,55.0,4.46,4.48,2.73,796
19593,1.31,Very Good,I,SI2,60.9,58.0,7.03,7.07,4.29,5652
10748,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10200
10527,1.22,Ideal,J,SI1,62.3,55.0,6.91,6.83,4.28,5192
9721,1.08,Very Good,G,SI1,60.6,58.0,6.58,6.73,4.03,4906
15685,0.33,Good,I,SI1,63.6,57.0,4.39,4.42,2.8,445
17501,0.31,Ideal,D,VS2,62.1,54.0,4.36,4.34,2.7,942
16452,1.01,Premium,H,SI1,58.2,62.0,6.54,6.48,3.78,4191
18985,0.77,Very Good,G,VS2,61.3,60.0,5.81,5.91,3.59,2896
12694,0.41,Ideal,F,VS2,62.1,56.0,4.79,4.74,2.96,1107
7533,0.31,Very Good,G,VVS2,60.0,62.0,4.4,4.44,2.65,707
17342,0.5,Ideal,E,SI1,62.2,57.0,5.06,5.1,3.16,1410
244,0.25,Good,D,VVS2,57.5,61.0,4.16,4.19,2.4,548
15088,1.06,Ideal,F,SI1,61.3,57.0,6.56,6.51,4.01,4862
18758,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,443
17562,1.05,Ideal,G,IF,62.5,56.0,6.48,6.52,4.06,8850
23172,0.77,Ideal,D,SI2,61.5,55.0,5.9,5.93,3.64,2885
24055,1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,3399
21576,0.41,Ideal,F,VS1,60.8,57.0,4.77,4.8,2.91,1007
10267,0.31,Ideal,D,VS2,62.3,55.0,4.37,4.33,2.71,942
8511,0.3,Ideal,D,VS2,62.2,55.0,4.33,4.29,2.68,911
335,1.5,Fair,G,VS2,64.4,56.0,7.16,7.09,4.59,12787
11694,0.3,Ideal,E,VVS2,61.3,54.0,4.34,4.37,2.67,837
24045,1.0,Ideal,F,VVS2,61.9,57.0,6.47,6.42,3.99,9354
17032,0.3,Ideal,J,VS2,62.1,56.0,4.29,4.34,2.68,384
10853,1.17,Ideal,F,SI1,62.2,56.0,6.73,6.71,4.18,5944
16940,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01,4764
6514,0.78,Premium,I,SI1,61.9,58.0,5.93,5.87,3.65,2387
1364,1.0,Premium,G,SI1,63.0,59.0,6.44,6.32,4.02,4956
13070,0.7,Good,E,VS2,64.1,59.0,5.64,5.59,3.6,2777
224,0.34,Very Good,E,SI1,60.3,57.0,4.53,4.56,2.74,596
5525,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,428
11869,0.71,Very Good,G,SI1,62.4,57.0,5.66,5.69,3.54,2206
21322,0.7,Premium,G,SI1,61.2,60.0,5.7,5.74,3.5,2042
26750,0.9,Good,H,I1,57.4,63.0,6.38,6.33,3.65,1939
26034,0.73,Ideal,F,SI1,59.6,57.0,5.88,5.86,3.5,2527
14322,1.01,Premium,F,VS2,60.8,57.0,6.52,6.47,3.95,6702
25704,1.05,Ideal,H,SI1,61.3,57.0,6.51,6.54,4.0,6255
13516,0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76,554
20647,0.74,Ideal,G,VVS1,62.1,56.0,5.78,5.82,3.6,3388
14117,1.01,Good,F,VS2,63.1,60.0,6.36,6.39,4.02,6416
13630,1.23,Very Good,E,SI1,59.2,62.0,7.0,7.05,4.16,7143
21007,0.9,Very Good,G,SI2,62.1,58.0,6.08,6.13,3.79,3303
17849,1.5,Very Good,D,SI1,63.1,57.0,7.31,7.24,4.59,11863
26746,2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91,16287
7284,0.5,Ideal,F,SI2,60.9,57.0,5.16,5.13,3.13,1203
1406,1.01,Premium,G,SI1,62.5,60.0,6.39,6.34,3.98,4672
3261,0.41,Ideal,D,VVS1,62.3,57.0,4.77,4.73,2.96,1582
18017,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2801
10739,0.31,Ideal,G,IF,62.2,55.0,4.35,4.4,2.72,891
20965,0.7,Good,I,SI1,63.6,55.0,5.62,5.58,3.56,1995
4592,1.02,Fair,I,SI2,66.2,57.0,6.34,6.26,4.17,3290
17374,0.41,Ideal,E,VS1,61.4,55.0,4.8,4.84,2.96,1007
12649,0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,605
157,0.91,Very Good,G,SI2,60.0,57.0,6.27,6.32,3.78,3531
21716,0.39,Very Good,I,VVS1,61.3,58.0,4.74,4.78,2.92,805
25165,1.03,Ideal,F,VS2,62.0,57.0,6.4,6.48,3.99,6902
7768,1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,9516
10322,1.01,Very Good,H,VS1,64.0,54.0,6.3,6.38,4.06,5305
23407,0.35,Ideal,E,VVS2,61.0,57.0,4.54,4.58,2.78,849
20967,1.0,Premium,F,SI2,61.4,61.0,6.47,6.4,3.95,4749
10991,1.01,Premium,F,SI1,61.9,56.0,6.53,6.45,4.02,5599
14859,0.3,Ideal,E,VVS1,62.0,57.0,4.29,4.32,2.67,844
15061,0.71,Premium,E,SI2,59.0,60.0,5.9,5.87,3.47,2410
20291,0.34,Ideal,E,IF,62.0,56.0,4.5,4.47,2.78,1243
5968,0.24,Ideal,F,VS1,61.8,54.0,3.99,4.03,2.48,572
13685,0.3,Ideal,D,VS2,62.6,56.0,4.28,4.31,2.69,710
14518,1.02,Good,D,VS2,63.2,58.0,6.36,6.4,4.03,7539
1206,0.3,Premium,G,VVS1,62.6,58.0,4.29,4.27,2.68,1013
18052,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4295
1857,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283
24452,0.5,Good,E,SI2,58.3,58.0,5.23,5.2,3.04,1101
21183,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
21299,0.33,Very Good,I,VS2,62.6,58.0,4.34,4.42,2.74,463
17658,0.3,Premium,G,VVS2,61.9,59.0,4.25,4.28,2.64,684
19201,0.57,Ideal,G,VS1,61.4,55.0,5.34,5.38,3.29,1972
561,1.06,Premium,I,SI2,61.5,57.0,6.57,6.49,4.02,2968
19596,0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09,1586
4260,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9384
17059,1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168
25408,0.75,Ideal,E,VS2,60.2,57.0,5.93,5.9,3.56,3136
5639,1.17,Ideal,D,SI2,62.7,57.0,6.7,6.72,4.21,5842
24657,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,540
13395,1.79,Premium,H,VS1,62.6,56.0,7.81,7.76,4.87,14904
12713,1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6,6890
24660,0.38,Very Good,I,VS2,62.4,56.0,4.65,4.58,2.88,549
6434,1.55,Premium,H,VS2,62.7,57.0,7.42,7.36,4.63,10827
13304,1.05,Ideal,H,SI1,62.4,57.0,6.49,6.52,4.06,5128
23200,1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27,5665
25265,0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,3347
1075,0.38,Very Good,D,VVS2,63.8,57.0,4.57,4.61,2.93,1030
14429,0.43,Very Good,G,SI1,58.9,60.0,4.94,4.97,2.92,774
8621,1.2,Very Good,I,SI1,63.2,58.0,6.71,6.75,4.25,5257
3155,2.01,Premium,J,VS1,60.1,59.0,8.25,8.18,4.94,15185
6808,0.34,Ideal,E,VS1,62.0,56.0,4.52,4.48,2.79,1033
22066,0.32,Ideal,E,VS2,,57.0,4.51,4.46,2.7,960
13158,1.06,Very Good,J,SI2,62.0,58.0,6.45,6.53,4.04,3754
22856,0.6,Good,F,VS2,58.8,60.7,5.52,5.55,3.25,1940
6441,0.4,Ideal,E,VS2,60.9,56.0,4.78,4.81,2.92,904
407,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399
14787,0.42,Ideal,E,SI1,61.5,55.0,4.82,4.9,2.99,773
23454,0.35,Ideal,G,VS1,61.1,56.0,4.55,4.58,2.79,923
26018,0.31,Premium,I,VS2,59.9,60.0,4.41,4.44,2.65,435
22753,0.52,Premium,G,VVS2,61.1,59.0,5.2,5.15,3.16,2012
4039,0.73,Very Good,F,SI1,61.7,60.0,5.79,5.82,3.58,2771
9865,0.23,Premium,E,VVS1,60.8,56.0,3.99,3.94,2.41,640
5039,0.5,Ideal,F,VS1,62.1,55.0,5.08,5.12,3.17,1731
14551,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
13469,0.32,Premium,I,VVS2,61.9,59.0,4.38,4.35,2.7,720
12935,1.05,Good,E,VS1,63.1,59.0,6.45,6.49,4.08,7826
11307,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31,1949
23113,0.46,Ideal,H,SI1,61.7,55.0,4.99,5.02,3.09,807
25736,0.9,Premium,E,SI1,62.3,61.0,6.17,6.12,3.83,3800
12064,0.91,Very Good,G,SI2,63.3,57.0,6.12,6.08,3.86,3282
15655,1.08,Ideal,D,SI1,61.8,56.0,6.62,6.69,4.11,6078
7958,0.39,Very Good,E,VS2,62.7,59.0,4.64,4.68,2.92,794
4389,1.01,Very Good,G,VVS2,63.3,57.0,6.31,6.36,4.01,7885
24505,1.14,Premium,G,SI2,60.9,56.0,6.8,6.73,4.12,5139
24655,0.5,Fair,G,VS1,66.8,56.0,4.85,4.91,3.26,1367
18509,1.05,Ideal,G,SI1,59.7,56.0,6.67,6.64,3.97,5204
3390,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1652
19683,1.02,Premium,E,SI1,62.6,58.0,6.47,6.44,4.05,5278
4755,1.21,Fair,H,VS2,64.5,56.0,6.7,6.66,4.31,5041
16172,1.1,Ideal,G,SI1,61.6,56.0,6.62,6.65,4.08,6837
4054,1.0,Very Good,E,VS2,62.6,60.0,6.35,6.4,3.99,6518
3872,0.51,Very Good,D,SI1,62.2,58.0,5.08,5.11,3.17,1398
20568,0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392
16201,0.39,Ideal,G,IF,60.6,56.0,4.73,4.76,2.87,1209
6854,0.34,Ideal,E,SI1,61.0,57.0,4.51,4.48,2.74,765
23503,0.42,Good,F,SI1,63.4,56.0,4.76,4.8,3.03,722
17593,0.37,Premium,D,VVS2,60.7,59.0,4.66,4.63,2.82,1038
25389,0.41,Premium,G,VVS2,61.6,58.0,4.8,4.74,2.94,1076
3605,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,9243
14407,1.23,Very Good,H,SI1,63.0,55.0,6.72,6.78,4.27,5665
13300,0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2843
21962,1.0,Premium,G,VS2,60.0,59.0,6.52,6.47,3.9,5967
17013,1.51,Premium,G,SI2,62.8,56.0,7.3,7.22,4.56,8794
11615,1.01,Ideal,F,SI2,60.6,57.0,6.49,6.55,3.95,4239
23678,0.31,Very Good,D,SI2,62.9,54.0,4.3,4.35,2.72,462
12785,0.9,Very Good,E,SI2,59.9,57.0,6.25,6.34,3.77,4288
19704,0.6,Premium,E,SI1,59.4,60.0,5.57,5.51,3.29,1771
2043,1.01,Very Good,G,VVS2,62.1,63.0,6.38,6.31,3.94,6371
18820,0.8,Very Good,H,SI1,63.3,58.0,5.93,5.89,3.74,2485
6508,0.3,Ideal,E,VS2,62.0,55.0,4.3,4.35,2.68,658
16533,1.01,Ideal,F,SI2,62.7,57.0,6.37,6.43,4.01,3945
14682,0.24,Ideal,E,VVS1,60.2,57.0,4.02,4.07,2.44,678
1737,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3070
12409,0.4,Ideal,J,SI1,62.2,57.0,4.71,4.74,2.94,552
17467,0.42,Ideal,D,VVS2,62.6,56.0,4.79,4.77,2.99,1389
6815,0.7,Good,I,VS2,57.1,61.0,5.9,5.93,3.38,2010
14904,0.9,Fair,D,SI1,66.1,55.0,5.98,5.92,3.93,3945
3589,0.5,Fair,G,VS1,65.7,63.0,4.97,4.87,3.23,1257
16783,0.3,Ideal,H,IF,60.8,56.0,4.36,4.39,2.66,764
24226,0.27,Ideal,D,VS2,60.2,57.0,4.19,4.21,2.53,470
23443,0.3,Premium,H,SI1,61.3,58.0,4.33,4.29,2.64,540
9086,1.03,Premium,G,SI1,60.1,60.0,6.55,6.52,3.93,5581
17034,0.27,Very Good,F,VVS2,60.1,58.0,4.17,4.22,2.52,620
974,1.5,Good,G,SI1,59.7,65.0,7.46,7.34,4.42,9954
17566,1.58,Premium,H,SI1,61.5,59.0,7.47,7.45,4.59,10738
7341,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
22218,1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,5002
12350,1.01,Premium,H,SI2,61.9,61.0,6.34,6.29,3.91,3394
22404,1.3,Ideal,G,VVS2,62.0,57.0,6.96,7.03,4.34,11073
24581,0.71,Very Good,G,SI1,63.2,58.0,5.58,5.68,3.56,2137
1971,0.3,Premium,G,VVS2,62.8,60.0,4.28,4.25,2.68,878
7551,1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
11003,0.4,Ideal,I,SI1,62.2,55.0,4.72,4.77,2.95,654
6652,0.53,Premium,E,SI2,59.9,58.0,5.31,5.27,3.17,984
4972,0.61,Ideal,E,SI2,62.0,54.0,5.46,5.48,3.39,1368
26590,0.34,Very Good,H,VVS1,62.9,57.0,4.44,4.47,2.8,775
428,0.9,Good,I,SI2,60.9,63.0,6.13,6.21,3.76,2680
21365,0.29,Very Good,F,VVS1,61.5,56.0,4.26,4.3,2.63,563
10123,0.32,Ideal,I,VS1,60.9,56.7,4.41,4.44,2.69,529
2646,0.36,Premium,F,VVS2,62.7,58.0,4.51,4.55,2.84,766
25536,0.42,Ideal,D,VVS2,61.7,53.0,4.85,4.87,3.0,1223
11511,0.38,Very Good,D,VS2,58.7,61.0,4.74,4.77,2.79,871
6076,0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,1813
9296,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
15210,1.0,Very Good,E,SI1,59.4,63.0,6.47,6.42,3.83,5322
4356,0.38,Very Good,F,VS1,60.4,60.0,4.7,4.74,2.85,835
26415,1.52,Very Good,D,SI2,61.2,63.0,7.39,7.31,4.5,9030
10641,0.4,Very Good,G,VVS1,60.7,55.0,4.81,4.84,2.93,1066
19725,0.71,Ideal,F,VS1,60.9,56.0,5.76,5.79,3.52,3710
7334,0.44,Good,D,VS2,60.6,64.0,4.97,4.89,2.99,1238
9984,0.51,Ideal,D,VS2,62.7,55.0,5.09,5.12,3.2,1787
22110,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,4058
23214,1.21,Premium,I,SI1,61.6,58.0,6.89,6.84,4.23,5353
10998,0.48,Ideal,I,VVS2,62.1,56.0,5.01,5.04,3.12,1061
1580,0.8,Ideal,G,VS2,62.1,57.0,5.95,6.0,3.71,3494
7194,1.4,Ideal,H,SI2,61.2,56.0,7.18,7.23,4.41,7084
4992,2.12,Very Good,J,SI2,62.3,61.0,8.16,8.21,5.1,12030
7827,1.2,Very Good,H,I1,63.1,60.0,6.75,6.67,4.23,2850
11556,0.26,Ideal,E,VVS2,62.5,55.0,4.09,4.07,2.55,724
6376,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,864
16389,1.0,Premium,G,VS1,60.9,60.0,6.45,6.42,3.92,6097
14579,0.41,Ideal,G,VVS2,60.9,56.0,4.81,4.84,2.94,960
9639,1.5,Good,G,SI2,64.3,57.0,7.29,7.2,4.66,8190
16819,0.77,Ideal,H,VS1,61.3,56.0,5.91,5.97,3.64,3468
9052,0.43,Premium,H,VS2,61.9,55.0,4.95,4.8,3.02,1016
14883,0.71,Ideal,H,SI2,62.6,56.0,5.75,5.69,3.58,1800
24049,0.41,Ideal,J,VS2,62.2,54.0,4.76,4.79,2.97,613
9518,0.7,Very Good,G,SI1,61.7,56.0,5.66,5.75,3.52,2310
12171,1.0,Premium,D,SI1,59.6,57.0,6.54,6.44,3.87,5880
3788,1.01,Very Good,G,VS2,63.1,60.0,6.36,6.31,4.0,6108
25356,1.03,Ideal,D,VS2,62.0,54.8,6.47,6.51,4.02,7697
25699,0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,914
906,0.41,Ideal,F,SI2,61.1,57.0,4.8,4.86,2.95,703
8149,1.36,Ideal,I,SI1,,56.0,7.08,7.11,4.4,7218
25202,0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,3251
17795,0.74,Ideal,E,VS2,62.7,54.0,5.8,5.77,3.63,2984
7946,1.51,Good,I,VS1,62.0,56.0,7.23,7.29,4.5,9569
12827,0.73,Ideal,D,VVS2,61.3,56.0,5.79,5.82,3.56,4372
11402,0.26,Ideal,G,IF,62.5,57.0,4.06,4.1,2.55,605
3106,0.71,Very Good,I,VVS1,63.0,58.0,5.68,5.72,3.59,2456
20816,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4515
21396,0.36,Ideal,H,VVS2,62.3,57.0,4.57,4.52,2.83,932
8369,0.72,Very Good,H,SI1,63.7,57.0,5.66,5.7,3.62,2168
20062,0.71,Premium,E,VS2,59.6,60.0,5.85,5.8,3.47,2902
187,0.72,Ideal,F,SI1,61.7,55.0,5.74,5.77,3.55,2470
23912,2.07,Ideal,I,VS2,60.3,59.0,8.23,8.28,4.98,17045
6654,0.71,Good,D,VS2,62.3,61.0,5.7,5.73,3.56,2891
25234,0.96,Fair,F,SI2,68.2,61.0,6.07,5.88,4.1,2867
12122,1.13,Premium,F,IF,60.0,58.0,6.78,6.76,4.06,12543
13856,0.3,Very Good,G,VVS1,63.2,58.0,4.25,4.23,2.68,1013
19285,1.29,Premium,I,VS2,62.2,57.0,7.01,6.97,4.35,6279
12163,0.31,Ideal,E,SI1,63.0,57.0,4.32,4.29,2.71,698
12284,0.77,Ideal,E,SI1,61.0,56.0,5.92,5.94,3.62,3827
9453,0.31,Ideal,F,VS2,62.0,56.0,4.35,4.39,2.71,625
14131,1.54,Premium,I,VS1,61.6,58.0,7.42,7.39,4.56,10349
5838,0.55,Ideal,E,SI1,61.7,57.0,5.23,5.27,3.24,1551
9579,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,4399
22438,0.9,Premium,G,VS1,62.7,58.0,6.15,6.06,3.83,4579
1657,0.31,Ideal,G,VS2,62.4,55.0,4.32,4.3,2.69,698
4087,2.02,Very Good,J,VS2,61.5,59.0,8.06,8.13,4.98,13564
15328,1.01,Very Good,G,VS1,63.1,57.0,6.32,6.39,4.01,6936
2706,1.01,Premium,G,VVS2,60.7,58.0,6.52,6.49,3.95,7862
11994,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.3,2.66,1013
7817,0.41,Premium,G,VS2,59.2,58.0,4.83,4.8,2.85,1061
18249,1.68,Very Good,G,VS2,62.7,58.0,7.51,7.54,4.72,14192
4558,0.32,Fair,F,SI1,64.4,54.0,4.36,4.33,2.8,638
11817,0.31,Very Good,F,VS1,59.7,55.0,4.42,4.46,2.65,679
22190,0.31,Very Good,H,VS2,63.1,58.0,4.34,4.31,2.73,628
20421,1.01,Very Good,F,SI1,62.8,58.0,6.35,6.43,4.01,4759
7960,0.36,Ideal,D,VS2,61.8,56.0,4.56,4.6,2.83,852
2759,1.2,Premium,J,SI2,58.7,59.0,6.99,6.94,4.09,4685
6305,0.78,Ideal,F,SI1,61.3,56.0,5.92,6.0,3.64,3362
22338,1.01,Premium,I,SI2,62.1,59.0,6.39,6.42,3.98,3899
20810,0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1864
12250,1.21,Premium,J,VS1,,60.0,6.99,6.9,4.13,5556
15038,1.2,Good,H,VS2,63.3,59.0,6.74,6.78,4.28,6710
7338,0.3,Very Good,D,VVS2,63.2,55.0,4.27,4.3,2.71,754
15030,0.3,Very Good,E,IF,60.1,60.0,4.3,4.32,2.59,1026
1326,0.32,Premium,I,VVS1,60.1,61.0,4.45,4.4,2.66,756
24330,0.31,Ideal,E,IF,61.9,56.0,4.37,4.35,2.7,1133
16313,1.26,Very Good,I,VS1,61.8,61.0,6.9,6.95,4.28,6566
12774,2.1,Premium,I,SI1,61.5,57.0,8.25,8.21,5.06,15007
26799,1.75,Premium,H,VS2,61.5,58.0,7.75,7.69,4.75,9526
9998,1.0,Fair,H,VS2,66.8,63.0,6.19,6.08,4.1,4166
14154,1.02,Premium,E,VS2,62.8,59.0,6.44,6.39,4.03,5666
17067,0.51,Ideal,G,SI1,61.9,56.0,5.11,5.17,3.17,1321
2204,0.31,Very Good,I,VS2,61.6,56.0,4.36,4.39,2.69,468
8748,1.19,Ideal,E,SI2,60.2,57.0,6.84,6.87,4.13,5717
22240,1.52,Ideal,G,VVS1,61.4,57.0,7.4,7.38,4.54,16492
13445,0.32,Ideal,E,VS2,62.2,55.0,4.37,4.38,2.72,702
20837,1.06,Very Good,E,VVS2,61.8,58.0,6.52,6.56,4.04,9997
23233,1.21,Premium,G,SI2,,58.0,6.9,6.96,4.18,5430
4782,0.7,Good,F,VVS2,63.1,58.0,5.6,5.66,3.55,2721
3176,0.7,Very Good,E,VS1,61.1,55.0,5.72,5.77,3.51,3061
14163,0.38,Premium,E,SI2,59.9,56.0,4.79,4.72,2.85,596
8791,0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5,525
18411,0.34,Premium,E,SI1,60.3,57.0,4.56,4.53,2.74,765
16114,1.13,Ideal,I,SI1,,57.0,6.68,6.66,4.13,5149
16171,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,724
22073,1.25,Premium,G,VVS1,58.2,61.0,7.1,7.05,4.12,8281
14954,0.34,Premium,I,VS2,62.1,57.0,4.48,4.44,2.77,612
1115,1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56,12319
23780,0.7,Fair,J,VVS1,67.6,54.0,5.56,5.41,3.71,1691
3702,0.3,Ideal,I,SI1,61.3,56.0,4.32,4.33,2.65,394
9803,0.77,Premium,E,VS2,60.5,59.0,5.98,5.92,3.6,3234
9938,1.5,Ideal,I,VS2,62.6,57.0,7.26,7.31,4.56,9586
11902,0.71,Premium,F,SI1,62.3,60.0,5.68,5.65,3.53,2458
21737,0.33,Ideal,D,VS2,62.3,56.0,4.46,4.43,2.77,1002
10363,1.18,Ideal,H,SI1,61.4,55.0,6.84,6.78,4.18,6013
2861,0.75,Ideal,H,SI1,62.1,57.0,5.82,5.78,3.6,2165
9994,1.25,Very Good,F,VS2,62.5,59.0,6.81,6.89,4.28,9377
8695,2.01,Premium,H,SI1,61.4,56.0,8.19,8.13,5.01,18295
20992,2.01,Premium,H,SI2,62.3,60.0,7.97,7.95,4.96,14558
14938,0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43,2839
16860,1.09,Very Good,G,VS1,59.9,56.0,6.74,6.81,4.06,7992
1462,1.57,Ideal,I,VS2,62.8,57.0,7.46,7.37,4.66,10462
8770,0.33,Very Good,I,VVS2,62.1,56.0,4.41,4.45,2.75,579
1576,1.01,Ideal,H,SI1,61.0,56.0,6.48,6.43,3.94,5062
12635,1.03,Premium,J,I1,62.8,55.0,6.43,6.41,4.03,2392
22069,1.51,Good,H,SI1,61.8,61.0,7.25,7.32,4.5,9218
9633,1.01,Good,G,VS2,64.4,58.0,6.23,6.31,4.04,5418
2923,1.01,Good,F,VS2,60.8,61.0,6.42,6.45,3.91,6271
20058,0.31,Premium,I,VS2,61.1,58.0,4.36,4.38,2.67,435
22424,1.52,Very Good,I,SI1,62.6,60.0,7.3,7.33,4.58,8703
2213,0.53,Ideal,H,SI2,61.6,54.0,5.22,5.26,3.23,1020
26040,0.33,Ideal,D,SI1,62.2,54.0,4.45,4.46,2.77,575
24841,0.5,Fair,G,VVS2,66.1,62.0,4.92,4.88,3.24,1659
22246,1.43,Ideal,J,SI1,62.1,58.0,7.23,7.16,4.47,6546
10215,1.0,Premium,H,SI2,59.6,62.0,6.52,6.41,3.85,3640
82,0.4,Ideal,H,VVS2,61.4,55.7,4.72,4.77,2.92,905
7799,1.08,Very Good,E,SI2,62.9,59.0,6.44,6.53,4.08,5018
22255,1.5,Premium,I,SI1,62.3,58.0,7.33,7.22,4.53,6888
18558,1.0,Very Good,G,SI1,63.3,60.0,6.33,6.24,3.98,4626
863,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10914
22523,0.53,Ideal,J,VS2,62.6,53.0,5.21,5.24,3.27,1038
1952,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,802
2301,1.21,Premium,I,SI1,61.7,56.0,6.87,6.82,4.22,6098
19283,0.38,Ideal,G,VVS2,61.0,56.0,4.67,4.71,2.86,943
19193,0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,2657
20512,0.77,Ideal,E,SI1,61.6,57.0,5.87,5.91,3.63,3189
23918,0.4,Ideal,H,VVS1,62.3,54.0,4.74,4.77,2.96,1017
14488,1.27,Premium,J,SI1,61.8,58.0,6.97,6.91,4.29,5121
